"GEO_ID","NAME","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C02_001M","S1901_C02_001E","S1901_C01_001M","S1901_C01_001E","S1901_C02_002E","S1901_C02_002M","S1901_C01_002M","S1901_C01_002E","S1901_C04_002M","S1901_C04_002E","S1901_C03_002M","S1901_C03_002E","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C04_003E","S1901_C04_003M","S1901_C03_003M","S1901_C03_003E","S1901_C04_004E","S1901_C04_004M","S1901_C03_004M","S1901_C03_004E","S1901_C02_004M","S1901_C02_004E","S1901_C01_004M","S1901_C01_004E","S1901_C04_005E","S1901_C04_005M","S1901_C03_005M","S1901_C03_005E","S1901_C02_005M","S1901_C02_005E","S1901_C01_005M","S1901_C01_005E","S1901_C04_006E","S1901_C04_006M","S1901_C03_006M","S1901_C03_006E","S1901_C02_006M","S1901_C02_006E","S1901_C01_006M","S1901_C01_006E","S1901_C01_007E","S1901_C01_007M","S1901_C04_007M","S1901_C04_007E","S1901_C03_007M","S1901_C03_007E","S1901_C02_007M","S1901_C02_007E","S1901_C01_008E","S1901_C01_008M","S1901_C04_008E","S1901_C04_008M","S1901_C03_008M","S1901_C03_008E","S1901_C02_008M","S1901_C02_008E","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C01_010E","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C02_011E","S1901_C02_011M","S1901_C01_011M","S1901_C01_011E","S1901_C04_011M","S1901_C04_011E","S1901_C03_011M","S1901_C03_011E","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C04_012E","S1901_C04_012M","S1901_C03_012M","S1901_C03_012E","S1901_C02_013M","S1901_C02_013E","S1901_C01_013M","S1901_C01_013E","S1901_C03_013E","S1901_C03_013M","S1901_C04_013M","S1901_C04_013E","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C04_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C02_015E","S1901_C02_015M","S1901_C01_015M","S1901_C01_015E","S1901_C04_015M","S1901_C04_015E","S1901_C03_015M","S1901_C03_015E","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M",
"1600000US0412000","Chandler city, Arizona","44443","2888","24686","3521","2062","59310","3322","83996","2.4","1.1","0.9","2.8","2.2","4.8","0.8","1.1","2.2","0.9","1.7","1.0","5.2","2.1","0.9","0.9","10.5","2.7","1.2","3.6","1.5","5.1","1.3","6.3","14.0","3.7","1.5","4.3","1.7","6.2","1.5","8.7","20.4","3.9","2.4","10.7","2.3","12.9","2.1","14.8","19.7","2.3","3.6","16.2","3.0","19.1","2.6","21.2","14.5","1.9","13.7","3.9","2.6","16.5","2.2","14.4","20.0","2.4","22.7","2.9","26.7","3.6","10.9","2.9","1.2","7.2","1.7","6.0","9.1","2.2","3.1","1.7","6.3","1.7","1.2","4.8","1.4","1.2","2.2","8.2","67648","3751","75580","5716","44531","4077","5512","91573","5244","92229","3838","83778","N","N","5714","60007","27.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.8","(X)",
"1600000US0423620","Flagstaff city, Arizona","N","N","9056","1647","1992","11929","2775","20985","5.7","3.4","3.0","10.6","5.7","17.1","N","N","8.0","3.1","5.4","3.6","13.0","5.7","N","N","9.9","4.6","N","N","4.5","8.9","3.3","9.3","18.0","7.5","N","N","3.2","6.1","3.5","11.1","13.9","6.7","N","N","5.5","17.4","4.4","15.0","19.1","4.3","7.7","18.6","N","N","5.1","17.2","13.5","3.5","8.4","4.1","N","N","5.2","16.8","9.4","2.7","15.3","4.5","N","N","1.0","1.6","1.4","4.4","2.4","2.5","N","N","0.0","2.3","2.7","1.9","1.1","1.5","2.3","0.0","N","N","45042","4505","56839","13720","31425","3730","11935","72167","7722","71534","4263","56492","N","N","4296","34494","22.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.8","(X)",
"1600000US0427400","Gilbert town, Arizona","42170","1912","17129","2558","1669","51668","2155","68797","2.8","1.5","1.0","2.5","2.6","4.0","1.2","2.1","2.5","1.0","2.2","1.3","4.7","2.5","1.3","1.5","7.0","3.2","1.5","2.7","1.8","4.6","1.5","4.7","9.4","3.8","1.1","2.5","1.3","3.4","1.4","4.6","19.6","5.9","2.4","8.7","2.4","9.9","2.5","13.1","20.8","2.7","5.2","17.8","3.4","21.4","3.2","21.7","16.9","2.7","17.9","6.0","2.9","17.9","2.5","16.5","23.9","3.3","26.3","4.0","29.3","4.3","15.0","5.6","1.4","8.3","1.9","6.5","8.6","2.0","1.5","1.8","4.3","1.3","1.3","4.5","2.9","3.3","1.6","5.2","77866","4601","81906","5665","55929","10080","5132","89794","4091","91907","3931","87808","N","N","10395","69137","30.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.0","(X)",
"1600000US0427820","Glendale city, Arizona","37151","2146","22553","2692","2089","54295","3153","76848","6.9","2.1","1.7","7.8","4.0","13.1","1.4","3.3","7.9","1.6","5.1","1.5","16.6","4.5","1.8","4.1","21.5","4.3","1.8","5.4","1.9","8.2","1.7","12.3","12.7","3.9","2.6","9.1","2.4","12.7","2.1","12.0","12.9","4.5","2.7","13.0","2.1","12.1","2.1","13.7","19.9","2.6","3.4","13.5","4.0","23.2","3.3","22.7","11.7","1.8","6.2","2.6","2.7","15.8","2.3","13.1","10.1","1.8","13.2","2.5","18.0","3.5","2.2","1.2","0.8","3.6","1.1","2.9","5.2","1.6","0.8","1.1","2.2","0.9","0.7","1.7","0.6","0.5","1.3","3.0","45699","3582","54524","3245","24159","4251","6859","66610","3401","63979","2481","56611","N","N","3271","34722","38.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.4","(X)",
"1600000US0428380","Goodyear city, Arizona","N","N","N","N","1194","16218","1617","20850","2.5","2.2","2.4","3.5","N","N","N","N","4.3","2.5","2.9","2.7","N","N","N","N","N","N","N","N","3.1","4.1","2.7","4.4","N","N","N","N","3.0","5.3","2.7","5.7","N","N","N","N","4.6","15.2","3.6","11.8","24.8","5.5","N","N","N","N","6.2","22.2","19.5","4.8","N","N","N","N","5.9","20.6","19.9","4.8","20.0","5.9","N","N","N","N","3.5","6.2","4.4","5.2","N","N","N","N","1.0","1.1","0.9","0.8","N","N","N","N","71030","4109","71852","8982","57955","15008","8708","80565","6818","77594","5926","75362","N","N","N","N","33.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.9","(X)",
"1600000US0446000","Mesa city, Arizona","78909","3402","55318","3900","2965","107373","4466","162691","5.9","1.4","1.2","7.2","2.5","12.1","1.1","2.4","4.9","1.0","3.0","1.1","9.0","2.0","0.6","1.3","19.6","2.9","1.7","7.9","1.6","10.2","1.5","12.9","14.8","2.6","1.8","9.2","1.8","11.0","1.5","12.3","19.7","3.2","2.0","16.1","1.9","16.6","1.7","18.1","19.5","2.0","2.4","15.6","3.0","23.9","2.5","21.1","10.2","1.1","5.6","1.6","2.1","14.3","1.6","12.2","10.6","1.2","14.0","1.6","17.3","2.0","3.2","1.3","0.5","3.2","0.8","2.3","3.9","1.0","0.3","0.2","2.8","0.9","0.6","1.9","0.2","0.1","1.1","3.6","44747","1772","52899","2803","31229","1224","3265","61497","3089","66788","2265","57490","N","N","1828","36617","32.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.5","(X)",
"1600000US0454050","Peoria city, Arizona","N","N","15451","2372","1654","39842","2592","55293","2.4","1.6","1.6","3.8","4.8","9.8","N","N","3.6","1.5","3.9","2.0","6.1","3.0","N","N","17.8","4.1","N","N","2.6","8.5","2.2","11.3","15.9","5.2","N","N","2.9","8.5","2.3","9.8","17.8","6.2","N","N","3.2","14.1","3.0","16.0","21.1","2.7","5.4","19.3","N","N","3.2","20.9","13.1","2.3","5.1","3.2","N","N","3.0","15.5","14.0","2.3","17.3","3.0","N","N","5.9","3.4","1.0","4.5","1.2","3.9","N","N","1.7","1.4","4.4","1.8","1.4","3.3","0.7","0.5","N","N","53848","2321","60532","4383","35118","3393","4812","75399","5686","77902","4186","69963","N","N","6062","45177","26.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.7","(X)",
"1600000US0455000","Phoenix city, Arizona","215746","5967","185300","6687","5462","326132","7172","511432","7.7","0.7","0.7","10.0","1.5","15.6","0.7","3.8","6.4","0.6","5.0","0.7","9.6","1.1","0.7","3.1","14.5","1.4","1.0","8.5","1.0","11.0","0.8","12.0","15.1","1.4","1.1","9.5","1.0","11.8","0.8","13.1","16.3","1.6","1.2","13.9","1.0","14.4","0.8","14.7","16.7","0.8","1.4","14.4","1.4","18.4","1.1","17.4","9.9","0.6","6.7","1.0","1.2","13.5","0.8","11.1","10.5","0.7","12.7","1.0","16.7","1.4","5.4","1.0","0.4","4.2","0.6","3.2","6.0","0.9","1.3","0.4","4.6","0.6","0.4","3.4","0.4","1.2","0.8","6.5","42260","1090","50027","1543","31564","896","2653","63687","2227","69779","1757","61295","85242","2946","1845","43180","34.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.2","(X)",
"1600000US0464210","San Tan Valley CDP, Arizona","N","N","N","N","2223","16960","2345","21225","0.9","1.2","2.0","2.8","N","N","N","N","2.7","2.5","4.4","3.4","N","N","N","N","N","N","N","N","4.1","6.5","3.3","5.3","N","N","N","N","4.7","11.7","3.9","10.4","N","N","N","N","5.8","17.8","4.5","16.3","30.6","5.7","N","N","N","N","7.1","28.3","20.1","6.5","N","N","N","N","6.2","17.8","8.3","3.7","8.3","4.6","N","N","N","N","1.9","1.8","2.4","1.5","N","N","N","N","2.5","2.2","1.8","2.0","N","N","N","N","59434","6942","55392","7798","60078","12194","3102","61134","6348","62966","5534","63253","N","N","N","N","23.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.1","(X)",
"1600000US0465000","Scottsdale city, Arizona","45888","2359","43557","4153","2223","55529","3379","99086","2.0","0.9","1.5","5.6","3.1","10.3","0.7","1.1","3.5","0.8","1.6","0.8","6.2","1.7","0.6","0.8","16.5","3.0","1.6","4.4","1.5","4.9","1.5","10.0","9.5","2.4","1.9","6.0","1.9","6.8","1.4","8.0","16.3","2.5","1.6","5.9","1.7","6.9","1.4","11.1","15.5","2.3","3.7","15.2","2.6","13.8","2.7","16.0","11.0","1.5","9.0","1.9","2.5","13.3","2.0","12.1","14.0","1.9","18.8","2.6","20.2","2.8","8.0","2.5","1.5","11.5","2.0","8.6","12.6","2.1","4.6","2.1","19.5","3.0","2.0","12.8","1.7","4.3","3.4","21.9","68824","5183","99472","6967","41653","3287","10696","107701","8976","131571","7410","103138","N","N","9278","65558","34.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.4","(X)",
"1600000US0471510","Surprise city, Arizona","N","N","9759","1839","1518","31988","2085","41747","3.7","1.5","1.2","3.1","3.5","4.1","N","N","1.6","1.0","1.2","1.1","5.7","4.1","N","N","24.2","8.4","N","N","2.1","6.2","2.7","10.4","13.9","6.0","N","N","3.3","11.4","2.6","12.1","18.1","6.5","N","N","3.1","13.9","3.1","14.8","22.8","3.8","6.3","15.0","N","N","4.5","24.8","19.1","3.7","14.5","6.8","N","N","4.1","19.6","10.9","2.5","13.4","3.2","N","N","1.8","1.8","1.8","4.4","2.1","4.0","N","N","2.6","3.3","1.4","0.8","0.6","1.1","2.2","0.0","N","N","57114","4881","62120","5428","38149","7047","6184","70263","3859","70043","3349","65276","N","N","6697","45668","24.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.0","(X)",
"1600000US0473000","Tempe city, Arizona","20809","2127","30761","3095","1946","31850","3062","62611","9.6","3.3","2.3","10.5","3.5","14.4","3.0","3.0","6.2","1.8","6.0","2.4","6.6","2.3","1.7","2.5","12.2","3.3","2.3","6.2","2.3","8.0","2.0","10.7","16.5","3.9","3.4","9.4","3.2","11.0","2.4","13.2","14.3","3.7","3.3","10.2","2.5","11.2","2.6","12.9","17.4","2.6","3.5","17.0","3.9","18.2","3.2","16.5","11.6","1.9","8.4","2.5","4.2","19.2","2.9","14.6","11.4","2.1","14.1","2.8","18.9","3.8","7.6","3.0","1.0","5.3","1.6","3.7","6.8","2.3","2.0","1.4","3.7","1.6","0.9","2.4","0.7","0.9","2.5","5.7","45151","3938","55231","6770","35222","5721","6818","75741","4604","69838","2818","59722","N","N","3974","46947","29.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.2","(X)",
"1600000US0477000","Tucson city, Arizona","72752","3784","86195","3691","4248","115566","4584","201761","8.0","1.3","1.2","12.4","2.2","19.6","1.2","3.9","8.4","1.1","6.2","1.3","12.2","1.9","1.0","3.3","18.1","2.5","1.6","7.9","1.8","12.1","1.5","14.4","14.4","2.0","1.9","10.7","1.7","12.2","1.3","13.3","16.2","2.1","2.3","14.2","1.8","14.8","1.4","15.5","16.6","1.4","1.7","11.0","2.3","23.7","2.0","19.7","9.6","1.0","4.6","1.1","2.1","16.4","1.6","13.0","7.7","0.9","10.6","1.4","14.9","2.1","3.1","1.3","0.3","1.8","0.5","1.2","2.7","0.8","0.3","0.3","1.5","0.5","0.3","1.0","0.2","0.4","0.8","2.4","36428","1560","45883","2536","25040","1546","1851","60053","2796","57521","1851","48154","70300","3991","2026","33697","24.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.6","(X)",
"1600000US0485540","Yuma city, Arizona","N","N","7934","1526","1675","23483","1811","31417","4.8","2.6","2.1","5.9","4.3","9.9","N","N","4.5","1.9","3.5","2.0","7.4","3.9","N","N","14.5","5.8","N","N","4.6","15.2","3.6","13.6","23.1","7.5","N","N","3.1","11.7","3.3","14.2","13.2","5.9","N","N","3.8","15.5","2.8","13.8","20.9","4.3","7.6","20.7","N","N","4.7","18.9","14.3","3.6","7.8","5.4","N","N","3.5","14.9","9.6","2.7","11.5","3.7","N","N","2.9","3.0","1.4","3.4","1.8","2.6","N","N","0.4","0.7","0.7","0.8","0.6","0.5","2.7","0.0","N","N","45789","7838","47687","8343","31898","4134","7151","55028","4678","57637","3933","54570","N","N","4201","39307","28.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.4","(X)",
"1600000US0523290","Fayetteville city, Arkansas","N","N","14503","2037","1641","14966","2395","29469","7.0","4.3","3.5","15.4","6.0","24.7","N","N","9.1","3.0","5.2","3.3","13.4","5.1","N","N","22.7","6.8","N","N","4.2","11.6","4.1","17.4","12.7","5.0","N","N","4.4","10.0","3.2","11.2","8.2","3.7","N","N","4.7","14.2","3.2","11.0","13.4","3.5","3.3","8.3","N","N","6.0","17.7","8.0","2.5","3.8","2.3","N","N","4.6","12.1","8.6","2.7","13.8","4.9","N","N","3.0","1.8","1.6","5.6","3.0","3.4","N","N","1.2","1.1","2.8","1.9","1.4","2.4","2.3","2.1","N","N","32908","3103","52158","10313","17436","3856","7723","68387","11532","72332","6844","54439","N","N","10213","35328","14.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","11.2","(X)",
"1600000US0524550","Fort Smith city, Arkansas","N","N","12249","1609","1398","21493","1768","33742","9.0","3.7","2.2","8.0","4.5","12.3","N","N","6.0","2.4","4.8","2.9","10.2","3.7","N","N","21.9","6.7","N","N","3.5","11.8","3.6","17.0","14.6","4.9","N","N","4.3","15.1","3.1","15.3","21.3","6.6","N","N","4.0","15.9","3.9","18.3","16.0","3.2","3.8","9.4","N","N","4.3","18.6","7.2","2.1","2.7","2.6","N","N","3.1","9.7","7.1","2.4","7.7","2.9","N","N","6.1","4.3","0.8","2.6","1.3","1.9","N","N","0.6","1.0","4.8","2.1","1.2","3.3","1.1","0.9","N","N","37856","2569","42619","4147","28183","3944","9408","56447","11679","68468","6975","58250","N","N","4653","37078","25.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.4","(X)",
"1600000US0535710","Jonesboro city, Arkansas","N","N","8616","1444","1487","16699","1200","25315","13.2","5.1","4.3","14.5","8.3","21.9","N","N","5.5","2.2","2.2","1.5","12.1","5.0","N","N","22.3","7.7","N","N","4.9","14.3","4.1","17.1","16.9","7.8","N","N","4.0","10.7","4.1","13.9","14.2","5.8","N","N","2.9","7.8","2.7","10.4","14.3","3.3","3.7","6.2","N","N","4.5","19.2","7.9","2.8","1.1","1.7","N","N","4.1","11.4","8.6","3.1","10.9","3.8","N","N","2.6","4.3","2.0","4.7","2.8","3.7","N","N","1.7","2.8","5.6","2.9","2.0","4.0","1.6","0.9","N","N","34329","3065","51628","8415","22416","4759","8832","64768","12313","72720","8620","59267","N","N","7047","30690","25.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.5","(X)",
"1600000US0541000","Little Rock city, Arkansas","30096","2189","28543","2674","1912","48956","2546","77499","6.4","2.1","1.8","9.6","3.6","17.2","1.2","1.3","5.3","1.5","4.1","1.7","7.6","2.8","2.0","1.8","15.9","3.3","3.6","7.2","3.0","11.7","2.4","13.6","14.3","3.3","2.0","6.3","2.0","12.0","2.1","13.0","14.8","3.7","3.3","11.0","2.3","12.5","2.1","13.1","16.0","2.2","3.5","16.4","3.2","18.0","2.4","15.7","10.6","1.4","6.3","1.9","3.4","17.8","2.0","12.7","9.7","1.4","12.6","2.2","18.2","3.5","3.9","1.8","1.2","6.4","1.6","4.7","9.5","2.5","1.7","1.5","5.9","1.4","0.9","4.4","1.4","2.0","2.3","8.8","44415","3162","55269","6093","31104","2122","6430","80513","5638","77607","3549","65631","N","N","4490","43578","29.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.1","(X)",
"1600000US0566080","Springdale city, Arkansas","N","N","6866","1282","1249","16360","1333","23226","5.0","3.4","2.1","3.6","4.1","5.7","N","N","8.2","4.0","5.9","3.9","13.3","9.3","N","N","18.9","7.0","N","N","4.9","13.9","4.0","14.6","18.6","7.2","N","N","4.6","16.0","3.7","16.2","19.4","8.3","N","N","5.5","18.7","4.4","20.4","21.5","5.2","7.1","16.8","N","N","6.6","21.8","6.7","2.7","4.3","5.7","N","N","3.3","7.7","6.6","2.3","7.8","3.2","N","N","3.0","2.8","0.8","1.0","1.2","0.7","N","N","0.0","2.5","2.2","1.9","1.3","1.5","2.5","0.0","N","N","40256","4323","43347","4332","30669","6433","6856","52775","5537","53932","3655","49938","N","N","4669","36019","19.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.8","(X)",
"1600000US0600562","Alameda city, California","N","N","9775","1387","1066","18236","1368","28011","2.8","2.3","1.8","4.5","3.4","7.7","N","N","3.9","1.4","2.0","1.6","9.1","3.7","N","N","10.5","5.1","N","N","4.0","10.1","3.0","9.7","5.6","3.7","N","N","3.5","10.7","2.8","9.3","16.1","6.1","N","N","3.3","7.2","3.2","11.0","14.5","3.3","7.1","23.3","N","N","3.2","10.4","13.9","3.6","15.0","6.3","N","N","4.2","14.2","14.6","3.5","17.7","4.3","N","N","6.9","4.4","2.8","12.7","3.8","10.2","N","N","4.6","3.7","12.1","3.0","2.0","8.3","1.5","1.3","N","N","68731","7783","87955","10521","51716","10047","13570","109548","9293","107841","6378","91719","N","N","7819","59212","24.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.1","(X)",
"1600000US0600884","Alhambra city, California","13577","1336","8136","1674","1300","19964","2034","28100","5.2","2.3","2.5","6.5","5.6","10.5","2.7","5.1","6.0","1.8","4.1","1.9","13.1","5.1","1.9","2.7","18.2","7.0","3.8","8.9","3.7","12.7","3.5","13.9","8.5","4.4","4.9","11.3","4.1","11.8","3.2","11.0","11.6","5.8","4.6","16.5","4.4","16.4","3.2","13.0","18.6","3.6","7.2","19.1","4.9","18.9","4.2","17.4","13.2","3.2","10.5","5.3","4.3","10.7","3.5","11.6","11.7","3.1","13.3","3.5","14.8","4.2","7.5","5.5","1.8","4.4","2.4","3.6","6.5","3.4","0.6","0.9","3.1","1.9","1.4","2.5","0.8","0.5","2.9","4.6","49435","7560","49822","6112","34268","9219","12485","61404","5923","66417","4816","62432","N","N","7040","44607","36.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.1","(X)",
"1600000US0602000","Anaheim city, California","53348","2344","25008","2791","2109","75396","3112","100404","5.3","1.5","1.3","4.9","2.4","7.3","1.4","3.2","6.0","1.3","3.8","1.4","12.8","3.8","1.5","3.4","12.4","3.7","2.1","6.9","2.0","8.8","1.6","8.9","12.6","3.4","2.2","9.5","2.3","12.0","2.0","11.6","16.2","4.0","2.4","14.4","2.0","15.3","1.8","14.7","18.1","2.3","4.8","19.8","2.5","14.9","2.4","16.6","13.6","1.4","11.5","3.3","2.3","15.3","1.7","13.3","13.5","1.6","14.8","2.1","19.1","2.7","5.2","2.2","1.0","5.2","1.3","4.6","6.6","1.7","0.7","0.6","5.0","1.0","0.8","4.1","1.4","1.6","1.4","6.7","54157","3485","56012","3925","38720","4172","6898","67886","3639","74525","2847","70436","86384","4800","3990","47629","35.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.1","(X)",
"1600000US0602252","Antioch city, California","N","N","6262","1207","1655","24708","2008","30970","3.8","2.2","2.4","5.6","8.8","17.0","N","N","3.2","1.9","2.7","2.3","8.7","5.9","N","N","22.7","8.8","N","N","2.0","5.4","2.2","8.6","8.4","4.6","N","N","2.9","7.0","2.5","6.8","10.2","6.3","N","N","4.2","12.1","4.1","13.4","22.6","3.8","7.6","17.8","N","N","4.8","23.8","14.5","3.9","7.8","4.6","N","N","4.6","16.0","12.9","3.6","14.9","4.2","N","N","5.9","4.6","2.8","9.8","3.3","8.7","N","N","1.7","2.1","4.4","2.1","1.7","3.8","3.1","0.0","N","N","62088","7207","68803","8006","26415","11357","11253","82223","6988","83179","6128","76662","N","N","7516","41224","34.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.8","(X)",
"1600000US0602364","Apple Valley town, California","N","N","5258","1242","1029","18642","1442","23900","5.0","2.5","2.9","6.2","7.7","11.6","N","N","3.2","2.5","3.2","3.0","4.6","4.0","N","N","30.0","10.5","N","N","5.2","14.5","4.5","17.9","10.3","5.9","N","N","3.5","10.4","2.9","9.4","19.1","9.3","N","N","4.6","15.9","3.9","17.1","16.5","3.7","8.3","14.6","N","N","4.3","15.6","11.0","2.9","2.4","2.9","N","N","3.8","13.7","10.1","3.4","11.0","3.9","N","N","6.0","8.1","2.8","5.9","3.5","4.6","N","N","0.0","3.7","4.8","3.5","2.8","4.0","2.1","1.3","N","N","46250","3772","50992","7523","26978","11184","16116","63624","8981","69586","7166","63668","N","N","8266","39857","22.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.5","(X)",
"1600000US0602553","Arden-Arcade CDP, California","N","N","19936","1981","2105","20000","2173","39936","4.2","2.9","2.7","7.6","4.4","12.0","N","N","9.1","2.1","5.4","2.9","13.0","3.6","N","N","15.0","4.0","N","N","4.0","11.1","3.0","12.1","12.7","3.6","N","N","4.9","14.9","3.0","14.7","15.3","4.6","N","N","3.2","11.1","2.5","12.9","14.2","2.8","4.0","11.8","N","N","4.8","16.4","10.3","2.4","10.5","3.6","N","N","2.6","9.0","12.2","2.6","17.1","3.9","N","N","6.5","3.0","1.4","5.2","2.2","3.8","N","N","2.3","1.5","5.6","1.7","1.0","3.2","0.8","0.8","N","N","41476","4149","55744","10160","32008","4777","10872","81256","10061","80611","5781","63818","N","N","5073","45088","20.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.5","(X)",
"1600000US0603526","Bakersfield city, California","55093","2590","28001","2438","2246","81419","3039","109420","6.8","1.9","1.4","7.5","3.8","13.2","0.7","1.7","5.2","1.1","3.3","1.0","10.7","3.9","0.8","1.6","15.1","3.1","1.5","5.9","1.8","10.3","1.5","11.3","10.0","2.8","1.4","6.6","1.3","8.1","1.3","7.7","17.9","3.8","2.1","13.3","1.9","14.1","1.8","15.2","19.5","2.0","3.3","15.1","2.5","20.4","2.0","20.2","11.2","1.5","5.4","1.9","2.7","16.5","1.8","12.6","15.8","1.7","17.1","1.9","23.3","2.7","8.7","3.4","0.8","4.7","1.1","3.9","6.5","1.5","1.6","1.0","2.9","0.8","0.6","2.8","1.1","2.0","1.2","4.3","53038","2597","57800","3370","35826","4616","3564","75592","3232","73059","2926","68662","N","N","5358","49065","36.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.3","(X)",
